amenity,capacity,parking,access,fee,coordinates
parking,19.516616314199396,surface,,unknown,"[(2.0086729, 41.3065933), (2.0087415, 41.3065353), (2.0108997, 41.3066501), (2.0109373, 41.3066829), (2.0098696, 41.3069984), (2.0097379, 41.3069728), (2.0095115, 41.3069687), (2.0093423, 41.307122), (2.008809, 41.3067008), (2.0086729, 41.3065933)]"
parking,19.516616314199396,,,unknown,"[(1.9796353, 41.2908633), (1.979704, 41.2908053), (1.9799786, 41.2910374), (1.9799418, 41.291065), (1.9798327, 41.2911471), (1.9796696, 41.2910632), (1.9796095, 41.2909987), (1.9795752, 41.2909278), (1.9796353, 41.2908633)]"
parking,19.516616314199396,,,unknown,"[(1.979867, 41.290715), (1.9800044, 41.2906311), (1.9801245, 41.2905408), (1.9805708, 41.2908569), (1.9803563, 41.2910439), (1.979867, 41.290715)]"
parking,19.516616314199396,surface,,yes,"[(1.9764767, 41.2814793), (1.9758816, 41.2809155), (1.9761739, 41.280724), (1.9767452, 41.2812279), (1.9766916, 41.2812602), (1.9767694, 41.2813348), (1.9764767, 41.2814793)]"
parking,19.516616314199396,,,unknown,"[(2.0994638, 41.4922794), (2.099537, 41.4919987), (2.100705, 41.4921537), (2.1006439, 41.4924387), (2.1004801, 41.4924166), (2.1003648, 41.492401), (2.0994638, 41.4922794)]"
parking,19.516616314199396,,,unknown,"[(2.0775024, 41.490452), (2.077113, 41.4902575), (2.0770897, 41.4902459), (2.077158, 41.4901586), (2.0772059, 41.4901501), (2.0772757, 41.49013), (2.0773801, 41.4901307), (2.0775165, 41.4901512), (2.0776032, 41.4901861), (2.0775746, 41.4903026), (2.0775024, 41.490452)]"
parking,19.516616314199396,,,unknown,"[(2.0778446, 41.4800329), (2.0771711, 41.4800019), (2.0770174, 41.4800128), (2.076917, 41.4800218), (2.0769072, 41.4800227), (2.0768273, 41.4800435), (2.0768977, 41.4799509), (2.0769401, 41.4798953), (2.0771774, 41.4798722), (2.0778553, 41.4799053), (2.0778446, 41.4800329)]"
parking,19.516616314199396,,,unknown,"[(2.026073, 41.5470589), (2.0260354, 41.5469044), (2.0260707, 41.5467482), (2.0260904, 41.5466426), (2.0260037, 41.5465248), (2.025505, 41.5464363), (2.0258842, 41.5451341), (2.0261321, 41.5451802), (2.0263992, 41.5452215), (2.0264971, 41.5452428), (2.0262889, 41.5459115), (2.0265593, 41.5459615), (2.0267988, 41.5453205), (2.027254, 41.5454463), (2.026854, 41.546712), (2.0267335, 41.5466917), (2.0265606, 41.5472433), (2.026484, 41.5472744), (2.0264252, 41.5473383), (2.0262003, 41.5472111), (2.026073, 41.5470589)]"
parking,25.0,surface,,unknown,"[(1.6388956, 41.5749678), (1.6389593, 41.5749275), (1.6392771, 41.5747424), (1.6399155, 41.5743694), (1.6399936, 41.5744238), (1.6389585, 41.5750244), (1.6388956, 41.5749678)]"
parking,19.516616314199396,,,unknown,"[(2.1881786, 41.4902571), (2.1869564, 41.4895299), (2.1870242, 41.4894294), (2.1871358, 41.4893002), (2.1884104, 41.4900464), (2.1881786, 41.4902571)]"
parking,19.516616314199396,,,unknown,"[(2.1885997, 41.4874898), (2.1885425, 41.4870417), (2.1886487, 41.4870356), (2.1887505, 41.4874885), (2.1885997, 41.4874898)]"
parking,19.516616314199396,,,unknown,"[(2.1896599, 41.5053587), (2.1896956, 41.5051181), (2.189962, 41.5051066), (2.1899707, 41.5051375), (2.1902322, 41.5051028), (2.1907585, 41.5050985), (2.1907552, 41.5052875), (2.1906567, 41.5052908), (2.190656, 41.5053259), (2.1896599, 41.5053587)]"
parking,19.516616314199396,,,unknown,"[(2.1921464, 41.505536), (2.1929109, 41.505559), (2.1936509, 41.5057163), (2.1946965, 41.5062082), (2.1928987, 41.5068294), (2.1921464, 41.505536)]"
parking,19.516616314199396,,,unknown,"[(2.1918216, 41.5097464), (2.1928259, 41.5081138), (2.1929804, 41.5082681), (2.1919761, 41.5098042), (2.1918216, 41.5097464)]"
parking,19.516616314199396,,,unknown,"[(2.1917701, 41.5095793), (2.1917101, 41.5094572), (2.1918817, 41.5091294), (2.1920105, 41.5092193), (2.1917701, 41.5095793)]"
parking,19.516616314199396,,,unknown,"[(2.1918817, 41.5090137), (2.1922851, 41.5083645), (2.1924911, 41.5083195), (2.192577, 41.5083452), (2.1920448, 41.5091294), (2.1918817, 41.5090137)]"
parking,19.516616314199396,,,unknown,"[(2.1918216, 41.5089622), (2.1915813, 41.5087116), (2.1921306, 41.5084545), (2.1918216, 41.5089622)]"
parking,19.516616314199396,,,unknown,"[(2.192577, 41.5081395), (2.1923624, 41.5078953), (2.1930061, 41.507561), (2.1931434, 41.5077539), (2.1932979, 41.5078567), (2.1930576, 41.5081781), (2.1929117, 41.5080238), (2.192577, 41.5081395)]"
parking,19.516616314199396,,,unknown,"[(2.249505, 41.7687389), (2.2497861, 41.7685444), (2.2499971, 41.7687155), (2.2497035, 41.7689), (2.2496257, 41.7688369), (2.249505, 41.7687389)]"
parking,19.516616314199396,surface,,unknown,"[(1.6756664, 41.5530065), (1.6756786, 41.5530677), (1.6756899, 41.5531245), (1.6755651, 41.5531343), (1.6754654, 41.5531391), (1.6754659, 41.5530293), (1.6756664, 41.5530065)]"
parking,19.516616314199396,surface,,unknown,"[(2.211705, 41.4391347), (2.2118295, 41.4389731), (2.2122591, 41.4385888), (2.2123292, 41.438544), (2.2124137, 41.4386066), (2.2119386, 41.4391501), (2.2117133, 41.4396269), (2.2115278, 41.4395918), (2.2116364, 41.4394343), (2.2116243, 41.4393876), (2.2117853, 41.4392059), (2.2118062, 41.4391821), (2.211705, 41.4391347)]"
parking,19.516616314199396,underground,,unknown,"[(2.209702, 41.4414886), (2.2098313, 41.4414909), (2.2098373, 41.441302), (2.2098447, 41.4410734), (2.2099861, 41.441076), (2.2100546, 41.4410772), (2.2101172, 41.4410784), (2.2100871, 41.4420153), (2.2099699, 41.4420132), (2.2098906, 41.4420118), (2.20989, 41.4420306), (2.2096847, 41.4420269), (2.209702, 41.4414886)]"
parking,19.516616314199396,surface,,unknown,"[(2.0517141, 41.5570971), (2.0516232, 41.5571063), (2.0516326, 41.5571621), (2.0515018, 41.5571901), (2.0514418, 41.5568913), (2.0513363, 41.5564138), (2.0512517, 41.5560587), (2.0514742, 41.5559639), (2.0517141, 41.5570971)]"
parking,19.516616314199396,surface,,unknown,"[(2.0517676, 41.5570813), (2.0516252, 41.5563975), (2.0523666, 41.5562856), (2.052395, 41.5563949), (2.0517046, 41.5564774), (2.0518335, 41.5570676), (2.0517676, 41.5570813)]"
parking,19.516616314199396,surface,,unknown,"[(2.0517016, 41.5561166), (2.0516633, 41.5561156), (2.0516102, 41.5561063), (2.0515742, 41.5560778), (2.0515951, 41.5560376), (2.0516233, 41.556014), (2.0516483, 41.5559964), (2.0516773, 41.5559887), (2.0535702, 41.5557516), (2.0535819, 41.5558315), (2.0535875, 41.5558839), (2.0526167, 41.5560135), (2.0523616, 41.556042), (2.0517016, 41.5561166)]"
parking,19.516616314199396,surface,,unknown,"[(2.0528096, 41.5563411), (2.052767, 41.5562341), (2.0532549, 41.5561759), (2.0532806, 41.556289), (2.0528096, 41.5563411)]"
parking,19.516616314199396,surface,,unknown,"[(2.0519155, 41.5575011), (2.051882, 41.5573949), (2.0519773, 41.5573616), (2.0520087, 41.5575089), (2.0519155, 41.5575011)]"
parking,19.516616314199396,surface,,unknown,"[(2.0524053, 41.5573569), (2.0523876, 41.5573041), (2.0530159, 41.557223), (2.0530413, 41.5573796), (2.0528926, 41.5573983), (2.0528781, 41.5573051), (2.0526768, 41.5573268), (2.0524053, 41.5573569)]"
parking,19.516616314199396,surface,,unknown,"[(2.0535088, 41.5577786), (2.0535632, 41.5576328), (2.0538081, 41.5575722), (2.0538415, 41.5573852), (2.0550201, 41.5572365), (2.0550529, 41.5572447), (2.0553919, 41.5572172), (2.0554199, 41.5574473), (2.0551093, 41.5575367), (2.0550428, 41.5575635), (2.0550131, 41.5575827), (2.0549659, 41.5575862), (2.0535088, 41.5577786)]"
parking,19.516616314199396,surface,,unknown,"[(2.0167854, 41.583989), (2.0167321, 41.5839824), (2.0181341, 41.5829495), (2.0181575, 41.583113), (2.01697, 41.5839913), (2.0167854, 41.583989)]"
parking,19.516616314199396,surface,,unknown,"[(2.0326159, 41.5680161), (2.0326097, 41.5679666), (2.0326089, 41.5679598), (2.0326961, 41.5679218), (2.0328213, 41.5678332), (2.032903, 41.5677572), (2.0329331, 41.5677568), (2.0333772, 41.5677516), (2.0333983, 41.5679275), (2.0326159, 41.5680161)]"
parking,19.516616314199396,surface,,unknown,"[(2.0361558, 41.5642852), (2.0362229, 41.564896), (2.0360787, 41.56491), (2.0361138, 41.5652741), (2.0362634, 41.5652706), (2.0363044, 41.5655197), (2.0363677, 41.5658207), (2.0366351, 41.5657834), (2.0366962, 41.5657749), (2.0367025, 41.5658016), (2.036717, 41.5658639), (2.0363478, 41.5658822), (2.0346803, 41.5659883), (2.0345642, 41.565925), (2.0344111, 41.5658335), (2.0343443, 41.5657878), (2.0343181, 41.5655132), (2.0342282, 41.5645705), (2.0343953, 41.564414), (2.0348614, 41.5643876), (2.03493, 41.5643999), (2.0349687, 41.5644281), (2.0349916, 41.5644773), (2.0350004, 41.5645266), (2.0355281, 41.5644984), (2.0355193, 41.564319), (2.0361558, 41.5642852)]"
parking,19.516616314199396,surface,,unknown,"[(2.0360361, 41.5640626), (2.0355842, 41.5640902), (2.0355793, 41.5640412), (2.0355615, 41.564045), (2.0355473, 41.564051), (2.0355318, 41.564063), (2.0355009, 41.5640421), (2.0354971, 41.5639944), (2.0354951, 41.5639694), (2.035492, 41.5639596), (2.0354793, 41.5639447), (2.0354579, 41.5639332), (2.0354297, 41.5639294), (2.0353545, 41.5639343), (2.0352846, 41.5633505), (2.0348324, 41.5633734), (2.0348152, 41.5632518), (2.0343154, 41.5632754), (2.0342473, 41.5632371), (2.0342258, 41.5630253), (2.0359259, 41.5629249), (2.0360361, 41.5640626)]"
parking,19.516616314199396,surface,,unknown,"[(2.1714366, 41.3691787), (2.1714908, 41.36913), (2.1720112, 41.3695082), (2.1719595, 41.3695513), (2.1714366, 41.3691787)]"
parking,19.516616314199396,,,unknown,"[(2.15545, 41.3632217), (2.1550541, 41.363273), (2.1547275, 41.3630226), (2.154626, 41.3629598), (2.1546244, 41.3624763), (2.1546975, 41.3624765), (2.1546984, 41.3624045), (2.1549714, 41.3624037), (2.1549697, 41.3624469), (2.1551198, 41.3624489), (2.1551191, 41.3624886), (2.1552622, 41.3624916), (2.1552553, 41.3626183), (2.1554524, 41.3625437), (2.155477, 41.3625947), (2.1555404, 41.3626191), (2.1555591, 41.3626746), (2.1556869, 41.3626756), (2.1557018, 41.3631268), (2.1554486, 41.3631309), (2.15545, 41.3632217)]"
parking,19.516616314199396,surface,,no,"[(2.1007328, 41.3224615), (2.1010994, 41.3218735), (2.10326, 41.3227956), (2.1027968, 41.3233066), (2.1010625, 41.3226004), (2.1007328, 41.3224615)]"
parking,19.516616314199396,surface,,no,"[(2.3501908, 41.4870175), (2.3503283, 41.4867203), (2.3504221, 41.4866978), (2.3518922, 41.4870991), (2.351729, 41.4874357), (2.3511576, 41.4872884), (2.3511923, 41.487217), (2.3511321, 41.487192), (2.3511421, 41.4871092), (2.3511053, 41.4870991), (2.3510149, 41.4871644), (2.3509043, 41.4871317), (2.3508575, 41.4870841), (2.3508876, 41.4870339), (2.3506364, 41.4869612), (2.3505929, 41.4870515), (2.3507928, 41.4870995), (2.3508407, 41.4871217), (2.3508206, 41.487194), (2.3501908, 41.4870175)]"
parking,20.0,surface,,no,"[(1.6108168, 41.5723925), (1.6105006, 41.5724046), (1.6104481, 41.572335), (1.6105001, 41.5721469), (1.6106435, 41.5721478), (1.6108147, 41.5721895), (1.6108837, 41.5722985), (1.6108496, 41.5723163), (1.6108665, 41.5723684), (1.6108604, 41.5723813), (1.6108168, 41.5723925)]"
parking,19.516616314199396,surface,,unknown,"[(2.2127246, 41.4632468), (2.2127853, 41.4630401), (2.212802, 41.4629842), (2.2133069, 41.4630602), (2.2132604, 41.4632858), (2.2127246, 41.4632468)]"
parking,19.516616314199396,surface,,unknown,"[(2.2131342, 41.436572), (2.2130851, 41.4366131), (2.2123055, 41.436603), (2.2123223, 41.4364566), (2.2131408, 41.4364761), (2.2132892, 41.4364682), (2.2132827, 41.4365211), (2.2131342, 41.436572)]"
parking,19.516616314199396,surface,,no,"[(2.361516, 41.5021728), (2.3613196, 41.5024333), (2.3606492, 41.5021476), (2.3608317, 41.5019087), (2.3607363, 41.5018695), (2.3605624, 41.5021046), (2.3602178, 41.5019582), (2.3602378, 41.5019294), (2.3600146, 41.5018395), (2.3599316, 41.5017773), (2.3604655, 41.5010628), (2.3605501, 41.5011032), (2.360167, 41.5016183), (2.3606871, 41.5018384), (2.3607117, 41.5018073), (2.3608502, 41.5018603), (2.3609302, 41.5017462), (2.3611856, 41.5018603), (2.361081, 41.5020055), (2.361516, 41.5021728)]"
parking,19.516616314199396,,,unknown,"[(2.3450274, 41.5017208), (2.3451866, 41.5018904), (2.3453626, 41.5020607), (2.3454761, 41.5022029), (2.3451919, 41.502255), (2.3449248, 41.5020027), (2.3449458, 41.5017836), (2.3450274, 41.5017208)]"
parking,19.516616314199396,surface,,no,"[(2.3492547, 41.4888596), (2.3493432, 41.4886786), (2.3493563, 41.4886517), (2.3504095, 41.4889839), (2.3502856, 41.489268), (2.3492547, 41.4888596)]"
parking,19.516616314199396,,,camiones + 350 kg.,"[(2.1866905, 41.489403), (2.1863527, 41.4891936), (2.186447, 41.4891208), (2.1865273, 41.4890686), (2.1866019, 41.4890089), (2.1868668, 41.4891743), (2.1866905, 41.489403)]"
parking,19.516616314199396,surface,,no,"[(2.190404, 41.4906286), (2.1902949, 41.4902988), (2.1905641, 41.4902445), (2.1906888, 41.4905819), (2.190404, 41.4906286)]"
parking,19.516616314199396,,,unknown,"[(2.0714457, 41.3609141), (2.0713143, 41.3606586), (2.07169, 41.3605595), (2.0719141, 41.3607805), (2.0714457, 41.3609141)]"
parking,19.516616314199396,,,unknown,"[(2.278656, 41.899706), (2.2786784, 41.8993112), (2.279334, 41.8996419), (2.2793359, 41.8996672), (2.279321, 41.8997152), (2.278656, 41.899706)]"
parking,19.516616314199396,surface,,yes,"[(2.1891751, 41.4823922), (2.1892084, 41.4823552), (2.1892273, 41.4823452), (2.189776, 41.4826451), (2.1899301, 41.4827256), (2.189876, 41.4827669), (2.1897577, 41.4827054), (2.1891751, 41.4823922)]"
parking,19.516616314199396,,,unknown,"[(2.1212208, 41.3334547), (2.1203196, 41.3320562), (2.1222851, 41.3313537), (2.1224997, 41.3316759), (2.1218935, 41.3319162), (2.1219892, 41.3321017), (2.1219847, 41.3321335), (2.122019, 41.332198), (2.122122, 41.3323784), (2.1219504, 41.3327587), (2.1215641, 41.3329069), (2.1217787, 41.3332614), (2.1212208, 41.3334547)]"
parking,19.516616314199396,surface,,no,"[(2.4241269, 41.5324018), (2.4241944, 41.5324334), (2.4244678, 41.5325576), (2.4246576, 41.5326515), (2.424691, 41.532668), (2.4246363, 41.5327266), (2.4244844, 41.5329158), (2.4244684, 41.5329357), (2.4243114, 41.5331313), (2.4242947, 41.533152), (2.4242524, 41.5332048), (2.4242109, 41.5331864), (2.4241605, 41.5331601), (2.4241913, 41.5331229), (2.4241906, 41.5331119), (2.4241828, 41.5331012), (2.4240131, 41.5330147), (2.4239893, 41.5330038), (2.4238572, 41.5329363), (2.4238391, 41.532933), (2.4238224, 41.5329405), (2.4237909, 41.53298), (2.4237425, 41.5329566), (2.4236993, 41.5329348), (2.423743, 41.5328802), (2.4237562, 41.5328639), (2.42391, 41.5326721), (2.4239227, 41.5326564), (2.4240777, 41.5324631), (2.4241269, 41.5324018)]"
parking,19.516616314199396,surface,,no,"[(2.4222297, 41.5213756), (2.4211793, 41.520651), (2.4207607, 41.5203612), (2.4204109, 41.520121), (2.4202288, 41.5199926), (2.4201682, 41.5199095), (2.4201814, 41.5197952), (2.4201564, 41.5197648), (2.4200098, 41.5196482), (2.4197263, 41.5195109), (2.4197559, 41.5194791), (2.4196413, 41.5194237), (2.4196071, 41.5194613), (2.4195442, 41.5194322), (2.4195109, 41.5194004), (2.4194975, 41.5193651), (2.4195096, 41.5193181), (2.4197808, 41.5190184), (2.4198381, 41.5190212), (2.4198954, 41.5189616), (2.4198714, 41.5189229), (2.4199339, 41.5188572), (2.4199749, 41.51888), (2.4199583, 41.518898), (2.4200974, 41.5189711), (2.4200359, 41.5190391), (2.4202399, 41.5191467), (2.4203003, 41.5190821), (2.4203858, 41.519129), (2.4202868, 41.5192341), (2.4210101, 41.5196052), (2.4209917, 41.519626), (2.4215019, 41.5198862), (2.4215314, 41.519853), (2.4222078, 41.5202016), (2.4221745, 41.5202362), (2.4225313, 41.5204217), (2.4225479, 41.5204051), (2.4226363, 41.5204518), (2.4226206, 41.5204663), (2.4227675, 41.5205445), (2.4227405, 41.5205726), (2.4228879, 41.520652), (2.4222297, 41.5213756)]"
parking,19.516616314199396,street_side,,unknown,"[(2.0689252, 41.3578161), (2.0689736, 41.3577828), (2.0689938, 41.3577717), (2.0690148, 41.3577617), (2.0690435, 41.3577523), (2.0690551, 41.3577515), (2.0690667, 41.3577518), (2.0691462, 41.3577677), (2.0691545, 41.357768), (2.0689128, 41.3580167), (2.0685443, 41.3583766), (2.0682093, 41.3587109), (2.0681623, 41.3587742), (2.0680561, 41.3588941), (2.0680114, 41.3589484), (2.0679257, 41.3590573), (2.0678719, 41.3591298), (2.0677966, 41.3592252), (2.0677675, 41.3592583), (2.0677393, 41.3592824), (2.0675656, 41.3592016), (2.0677066, 41.3590284), (2.0679105, 41.3587928), (2.0680421, 41.3586483), (2.0681972, 41.3584865), (2.0682269, 41.3585033), (2.0682696, 41.3584594), (2.068241, 41.3584432), (2.0684179, 41.3582667), (2.0685967, 41.3580993), (2.0686873, 41.3580171), (2.0688082, 41.3579125), (2.0688333, 41.3579286), (2.0688804, 41.3578875), (2.0688564, 41.3578709), (2.0688808, 41.3578501), (2.0689252, 41.3578161)]"
parking,19.516616314199396,surface,,no,"[(1.9920551, 41.6674785), (1.9922105, 41.6675471), (1.992303, 41.66758), (1.9923917, 41.6676014), (1.9926726, 41.6676103), (1.9929559, 41.6676126), (1.9930595, 41.6676066), (1.9931082, 41.6675855), (1.9931762, 41.6675586), (1.9932524, 41.6675152), (1.9932933, 41.6674963), (1.9933355, 41.6674733), (1.9934302, 41.6674296), (1.9934659, 41.6675395), (1.9934959, 41.6676419), (1.9933642, 41.6676371), (1.9932574, 41.6676743), (1.9929364, 41.6677222), (1.9927641, 41.6677452), (1.9926308, 41.6677562), (1.9926119, 41.6677633), (1.9925886, 41.6677753), (1.9925833, 41.6677907), (1.9926014, 41.6678087), (1.9926274, 41.6678137), (1.992645, 41.6678132), (1.9926888, 41.6678054), (1.992856, 41.6677918), (1.9929408, 41.6677874), (1.9931684, 41.6677574), (1.9932828, 41.6677565), (1.9933717, 41.6677631), (1.9934357, 41.6677823), (1.9934876, 41.6678129), (1.993539, 41.6678454), (1.9935785, 41.6678882), (1.9936788, 41.6681591), (1.993725, 41.6682513), (1.99376, 41.6683437), (1.9937795, 41.668378), (1.993836, 41.6684557), (1.9941749, 41.6688603), (1.9942288, 41.6689259), (1.9942617, 41.6689604), (1.994234, 41.6689738), (1.9942946, 41.6690365), (1.9943451, 41.669101), (1.9944052, 41.6691948), (1.9944455, 41.6692724), (1.9944858, 41.6693539), (1.9943947, 41.6692884), (1.9942837, 41.6692184), (1.9941716, 41.6691109), (1.9941156, 41.6690242), (1.9941246, 41.6689625), (1.9936926, 41.6684476), (1.9936444, 41.6684332), (1.9936215, 41.6684003), (1.9936085, 41.6683763), (1.9935856, 41.6683347), (1.9935674, 41.6682848), (1.9935512, 41.6682329), (1.993558, 41.6681594), (1.9935587, 41.6681132), (1.9935274, 41.6680355), (1.9934638, 41.6679124), (1.9934344, 41.6678792), (1.9933967, 41.6678599), (1.9933443, 41.6678492), (1.993284, 41.667847), (1.9931898, 41.6678478), (1.9930975, 41.6678499), (1.9930673, 41.6678873), (1.9930386, 41.667901), (1.9929588, 41.6679155), (1.992833, 41.6679229), (1.992706, 41.6679246), (1.9926546, 41.6679195), (1.9926151, 41.6679131), (1.9925397, 41.6678751), (1.9924351, 41.6678539), (1.9921659, 41.6678314), (1.9919832, 41.6677711), (1.9920551, 41.6674785)]"
parking,19.516616314199396,surface,,no,"[(2.1779009, 41.4887263), (2.1778871, 41.4886535), (2.1803251, 41.4883669), (2.1803253, 41.4884461), (2.1779009, 41.4887263)]"
parking,19.516616314199396,surface,,no,"[(2.1791125, 41.4852897), (2.1796126, 41.4855306), (2.1804313, 41.4859918), (2.1806184, 41.486581), (2.1805728, 41.4865911), (2.1803948, 41.4859971), (2.17958, 41.4855314), (2.1790924, 41.4853076), (2.1791125, 41.4852897)]"
parking,19.516616314199396,,,unknown,"[(1.9731364, 41.2741875), (1.9731942, 41.2741732), (1.9744992, 41.2753784), (1.9743553, 41.2754486), (1.9730829, 41.2742556), (1.9730608, 41.2742196), (1.9731364, 41.2741875)]"
parking,19.516616314199396,,,unknown,"[(2.1526652, 41.440712), (2.1528093, 41.4407531), (2.1528092, 41.4407932), (2.1526621, 41.4407577), (2.1526652, 41.440712)]"
parking,19.516616314199396,,,unknown,"[(2.1528696, 41.4408123), (2.1529054, 41.4407767), (2.1532292, 41.4408628), (2.1531856, 41.4408986), (2.1528696, 41.4408123)]"
parking,19.516616314199396,surface,,unknown,"[(2.0348389, 41.563823), (2.0346191, 41.5638287), (2.0346144, 41.5637977), (2.0344972, 41.5638051), (2.034335, 41.5639391), (2.0345948, 41.5641417), (2.0347881, 41.5641363), (2.0347759, 41.5639202), (2.0348069, 41.5639189), (2.0348594, 41.5639519), (2.0348702, 41.5641572), (2.0348433, 41.5641902), (2.0345922, 41.5642016), (2.0341889, 41.5639007), (2.0341741, 41.5638058), (2.0348406, 41.5637661), (2.0348389, 41.563823)]"
